2022-07-01 18:19:20,361 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: resume
2022-07-01 18:19:20,361 INFO    HandlerThread:34136 [handler.py:handle_request_resume():686] starting system metrics thread
2022-07-01 18:19:20,677 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: log_artifact
2022-07-01 18:19:20,681 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: pause
2022-07-01 18:19:20,681 INFO    HandlerThread:34136 [handler.py:handle_request_pause():695] stopping system metrics thread
2022-07-01 18:19:20,771 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: resume
2022-07-01 18:19:20,771 INFO    HandlerThread:34136 [handler.py:handle_request_resume():686] starting system metrics thread
2022-07-01 18:19:20,990 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'digest': '04675ba8a1b6544a7f58c4838b49ce07', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'source-2armbnzn', 'alias': 'latest'}, {'artifactCollectionName': 'source-2armbnzn', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'v0'}
2022-07-01 18:19:20,991 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:19:20,991 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: log_artifact
2022-07-01 18:19:21,658 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'digest': '04675ba8a1b6544a7f58c4838b49ce07', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'source-2armbnzn', 'alias': 'latest'}, {'artifactCollectionName': 'source-2armbnzn', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'v0'}
2022-07-01 18:19:21,658 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:19:21,659 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: log_artifact
2022-07-01 18:19:22,322 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'digest': '04675ba8a1b6544a7f58c4838b49ce07', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'source-2armbnzn', 'alias': 'latest'}, {'artifactCollectionName': 'source-2armbnzn', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'v0'}
2022-07-01 18:19:22,322 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:19:25,612 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-01 18:19:25,614 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: stop_status
2022-07-01 18:19:40,967 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-01 18:19:40,967 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: stop_status
2022-07-01 18:19:50,042 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: log_artifact
2022-07-01 18:19:50,042 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: log_artifact
2022-07-01 18:19:50,046 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: pause
2022-07-01 18:19:50,046 INFO    HandlerThread:34136 [handler.py:handle_request_pause():695] stopping system metrics thread
2022-07-01 18:19:50,114 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: resume
2022-07-01 18:19:50,115 INFO    HandlerThread:34136 [handler.py:handle_request_resume():686] starting system metrics thread
